2023-11-02 08:29:54,689 | INFO | MainProcess | MainThread | Projects folder: ./sample_projects/*
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_Int: Time to Event>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_np_compatible: Data NP>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_np_compatible: Data 1>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_np_compatible: Data 2>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_Any: Input>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_Any: Sync>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Number: Percent> <--> <Port_stringable: Text>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_Int: Trigger>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_Int: Time to Event>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_np_compatible: Data NP>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_np_compatible: Data 1>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_np_compatible: Data 2>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_Any: Input>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_Any: Sync>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Any> <--> <Port_stringable: Text>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_Int: Time to Event>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_np_compatible: Data NP>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_np_compatible: Data 1>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_np_compatible: Data 2>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_Any: Input>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_Any: Sync>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Trigger> <--> <Port_stringable: Text>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_np_compatible: Data NP>
2023-11-02 08:30:16,337 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_np_compatible: Data 1>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_np_compatible: Data 2>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_Any: Input>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_Any: Sync>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Time to Event> <--> <Port_stringable: Text>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data NP> <--> <Port_np_compatible: Data 1>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data NP> <--> <Port_np_compatible: Data 2>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data NP> <--> <Port_Any: Input>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data NP> <--> <Port_Any: Sync>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data NP> <--> <Port_stringable: Text>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 1> <--> <Port_np_compatible: Data 2>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 1> <--> <Port_Any: Input>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 1> <--> <Port_Any: Sync>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 1> <--> <Port_stringable: Text>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 2> <--> <Port_Any: Input>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 2> <--> <Port_Any: Sync>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Data 2> <--> <Port_stringable: Text>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Input> <--> <Port_Any: Sync>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Input> <--> <Port_stringable: Text>
2023-11-02 08:30:16,338 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Sync> <--> <Port_stringable: Text>
2023-11-02 08:30:58,819 | DEBUG | MainProcess | MainThread | initial node used for saving: Data input [In_function]
2023-11-02 08:30:59,210 | INFO | MainProcess | MainThread | Back to Home Screen
2023-11-02 08:30:59,210 | INFO | MainProcess | MainThread | CWD: /Users/yale/Repositories/livenodes/smart-studio
2023-11-02 08:30:59,226 | INFO | MainProcess | MainThread | Ref count old view (Home) 6
2023-11-02 08:30:59,226 | INFO | MainProcess | MainThread | Nr of views: 1
2023-11-02 08:31:01,274 | INFO | MainProcess | MainThread | Running: ./sample_projects/calculator/./pipelines/func_vis.json
2023-11-02 08:31:01,275 | INFO | MainProcess | MainThread | CWD: /Users/yale/Repositories/livenodes/smart-studio/sample_projects/calculator
2023-11-02 08:31:01,336 | INFO | LN-Executor | MainThread | Starting Worker
2023-11-02 08:31:01,336 | INFO | LN-Executor | MainThread | Starting Worker
2023-11-02 08:31:18,413 | INFO | MainProcess | MainThread | Stopping Worker
2023-11-02 08:31:18,413 | INFO | LN-Executor | MainThread | Stopping Worker
2023-11-02 08:31:18,413 | INFO | LN-Executor | MainThread | Stopping Worker
2023-11-02 08:31:20,425 | INFO | MainProcess | MainThread | View terminated
2023-11-02 08:31:20,425 | INFO | MainProcess | MainThread | Terminating draw widgets
2023-11-02 08:31:20,425 | INFO | MainProcess | MainThread | Stopping Widgets
2023-11-02 08:31:20,425 | INFO | MainProcess | MainThread | Killing Worker
2023-11-02 08:31:20,425 | INFO | MainProcess | MainThread | Back to Home Screen
2023-11-02 08:31:20,426 | INFO | MainProcess | MainThread | CWD: /Users/yale/Repositories/livenodes/smart-studio
2023-11-02 08:31:20,441 | INFO | MainProcess | MainThread | Ref count old view (Home) 5
2023-11-02 08:31:20,441 | INFO | MainProcess | MainThread | Nr of views: 1
2023-11-02 08:31:22,035 | INFO | MainProcess | MainThread | Configuring: ./sample_projects/calculator/./pipelines/func_vis.json
2023-11-02 08:31:22,035 | INFO | MainProcess | MainThread | CWD: /Users/yale/Repositories/livenodes/smart-studio/sample_projects/calculator
2023-11-02 08:31:22,043 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_List_Str: Channel Names>
2023-11-02 08:31:22,043 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Data: Data>
2023-11-02 08:31:22,043 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_Dict: HMM Meta>
2023-11-02 08:31:22,044 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_Dict: Hypo States>
2023-11-02 08:31:22,044 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Matrix_Number: Matrix>
2023-11-02 08:31:22,044 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_List_Str: Text>
2023-11-02 08:31:22,044 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_List_Str: Annotation>
2023-11-02 08:31:22,044 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Data 1>
2023-11-02 08:31:22,044 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Data 2>
2023-11-02 08:31:22,044 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> -> <Port_Int: Toggle>
2023-11-02 08:31:22,044 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Data>
2023-11-02 08:31:22,044 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Data: Stream>
2023-11-02 08:31:22,044 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Data: Stream_segs>
2023-11-02 08:31:22,045 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Matrix_Number: Sim>
2023-11-02 08:31:22,045 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,045 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,045 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,045 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Trigger>
2023-11-02 08:31:22,045 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,045 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> -> <Port_List_Int: File>
2023-11-02 08:31:22,045 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_Dict: Meta>
2023-11-02 08:31:22,045 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes>  <Port_Number: Percent>
2023-11-02 08:31:22,045 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Any>
2023-11-02 08:31:22,045 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> -> <Port_Int: Trigger>
2023-11-02 08:31:22,046 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> -> <Port_Int: Time to Event>
2023-11-02 08:31:22,046 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Data NP>
2023-11-02 08:31:22,046 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Data 1>
2023-11-02 08:31:22,046 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <- <Port_np_compatible: Data 2>
2023-11-02 08:31:22,046 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Input>
2023-11-02 08:31:22,046 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> <--> <Port_Any: Sync>
2023-11-02 08:31:22,046 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Any: classes> -> <Port_stringable: Text>
2023-11-02 08:31:22,046 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Data: Data>
2023-11-02 08:31:22,046 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Dict: HMM Meta>
2023-11-02 08:31:22,046 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Dict: Hypo States>
2023-11-02 08:31:22,046 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Matrix_Number: Matrix>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_List_Str: Text>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_List_Str: Annotation>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_Any: Data 1>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_Any: Data 2>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> -> <Port_Int: Toggle>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_Any: Data>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Data: Stream>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Data: Stream_segs>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Matrix_Number: Sim>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,047 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_np_compatible: Trigger>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_ListUnique_Str: Channel Names>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> -> <Port_List_Int: File>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Dict: Meta>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_Number: Percent>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_Any: Any>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> -> <Port_Int: Trigger>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> -> <Port_Int: Time to Event>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_np_compatible: Data NP>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_np_compatible: Data 1>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names>  <Port_np_compatible: Data 2>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_Any: Input>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_Any: Sync>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Str: Channel Names> <--> <Port_stringable: Text>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data>  <Port_Dict: HMM Meta>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data>  <Port_Dict: Hypo States>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data>  <Port_Matrix_Number: Matrix>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data>  <Port_List_Str: Text>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data>  <Port_List_Str: Annotation>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data> <--> <Port_Any: Data 1>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data> <--> <Port_Any: Data 2>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data> -> <Port_Int: Toggle>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data> <--> <Port_Any: Data>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data> <--> <Port_Data: Stream>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data> <--> <Port_Data: Stream_segs>
2023-11-02 08:31:22,048 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data>  <Port_Matrix_Number: Sim>
2023-11-02 08:31:22,049 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data>  <Port_Matrix_Number: SSM>
2023-11-02 08:31:22,049 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data> <--> <Port_np_compatible: Trigger 1>
2023-11-02 08:31:22,049 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data> <--> <Port_np_compatible: Trigger 2>
2023-11-02 08:31:22,049 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Data> <--> <Port_np_compatible: Trigger>
